link,question_number,eng_question,n_wrong_total,n_wrong_eng,n_wrong_est,n_wrong_fin,n_wrong_swe
https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Matter_Is_The_Stuff_Around_You,2,"When water changes forms, what will remain the same?",1,0,0,0,1
https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battle_of_Britain,2,What did Germany call the attack on Britain?,1,0,1,0,0
https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Submarines,1,The development of what technology caused submarines to start traveling under water?,1,0,0,1,0
https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,1,What was the second-last performance of the evening?,1,1,0,0,0
https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,2,What nationality is Alessandro Safina?,1,0,0,0,1
https://en.wikinews.org/wiki/24_people_rescued_from_roller_coaster_at_California%27s_Great_America_theme_park,1,"Based on the passage, which of the following statements is not true?",1,1,0,0,0
https://en.wikinews.org/wiki/24_people_rescued_from_roller_coaster_at_California%27s_Great_America_theme_park,2,"According to the passage, who made a comment regarding the uncomfortable heat level?",1,0,1,0,0
"https://en.wikinews.org/wiki/Aerosmith_sued_over_late_cancellation_of_gig_in_Maui,_Hawaii",2,Who eventually provided an explanation regarding the cancellation of the event?,1,0,0,0,1
https://en.wikinews.org/wiki/Akayev_flees_Kyrgyzstan_as_protesters_seize_control_of_Bishkek,2,Who blamed protesters from the south for the looting?,1,0,1,0,0
https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,1,Each Reading Rainbow episode offered kids recommendations for what?,1,0,1,0,0
https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,2,What may have contributed to the cancellation of the Reading Rainbow series?,1,0,1,0,0
https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage,2,"According to the passage, what could help solidify the importance of animal welfare to Australian abattoir workers?",1,0,0,1,0
https://en.wikinews.org/wiki/Another_arrest_in_Minnesota_school_shooting,1,"According to the passage, what is the occupation of the person who was arrested?",1,0,1,0,0
https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,2,"According to the passage, which of the following countries decided to defer the process of joining ACTA?",1,0,1,0,0
https://en.wikinews.org/wiki/Apple_Japan_to_replace_overheating_iPod_Nanos,1,How many people were injured as a result of iPod overheating incidents?,1,0,1,0,0
https://en.wikinews.org/wiki/Argentina%27s_first_lady_launches_presidential_bid,1,What did Cristina Fernandez de Kirchner announce at the Argentine Theatre?,1,0,1,0,0
https://en.wikinews.org/wiki/Australian_Big_Brother_cleared_of_breaching_content_laws,2,What parameters must media fall under in order to be considered internet content?,1,0,1,0,0
https://en.wikinews.org/wiki/Austria_leads_medal_count_after_second_day_of_2013_IPC_Alpine_World_Championships,1,Which skier competed with the help of a guide?,1,0,0,0,1
https://en.wikinews.org/wiki/BBC_newsreader_sacked_after_conviction_for_wounding_teenager,1,"According to the passage, which statement about Blake is not accurate?",1,0,0,1,0
https://en.wikinews.org/wiki/BBC_newsreader_sacked_after_conviction_for_wounding_teenager,2,"Based on the passage, which of the following did not happen to Blake?",1,1,0,0,0
"https://en.wikinews.org/wiki/Beverly_Hall,_indicted_public_school_superintendent,_dies_aged_68",1,"According to the passage, what did The Atlanta Journal-Constitution accuse education officials of?",1,0,1,0,0
https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage,1,Which statement about the hostel guests is not true?,1,0,0,1,0
https://en.wikinews.org/wiki/Canadian_inspectors_to_test_food_ingredients_from_China,1,What did the compounds cyanuric acid and melamine form when they reacted with one another in cat urine?,1,0,0,0,1
https://en.wikinews.org/wiki/Canadian_professional_wrestler_Luna_Vachon_dies_aged_48,2,Who referred to Luna as “freaky”?,1,0,1,0,0
https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,1,"According to the passage, which of the following statements does not accurately reflect China's economy?",1,0,1,0,0
https://en.wikinews.org/wiki/Controversial_Berlin_opera_features_interactive_drug_usage,2,Who primarily smokes joints during the opera?,1,0,1,0,0
"https://en.wikinews.org/wiki/Crossing_guard_killed_by_truck_in_Glasgow,_Scotland",1,Who was injured in the crash?,1,0,0,0,1
https://en.wikinews.org/wiki/Doctor_to_be_charged_after_mother%27s_death_in_Ohio,2,Where was the body of Sara Balasubramanian found?,1,0,1,0,0
https://en.wikinews.org/wiki/Explorers_find_shipwreck_thought_to_be_massive_WWII_battleship_Musashi,1,What led Allen to begin an eight-year search for the Musashi?,1,0,1,0,0
https://en.wikinews.org/wiki/Explosion_at_earthquake-damaged_Fukushima_nuclear_power_plant,1,"According to the passage, which of the following likely led to hazardous conditions in and around the plant?",1,0,1,0,0
https://en.wikinews.org/wiki/Explosion_at_earthquake-damaged_Fukushima_nuclear_power_plant,2,Which of the following is not one of the safety tips suggested to local residents following the incident at the plant?,1,1,0,0,0
https://en.wikinews.org/wiki/FAA:_Metroplex_NextGen_project_in_place_in_north_Texas,1,What kind of technology does the NextGen system use?,1,0,1,0,0
https://en.wikinews.org/wiki/FAA:_Metroplex_NextGen_project_in_place_in_north_Texas,2,How does NextGen directly benefit air traffic controllers?,1,1,0,0,0
https://en.wikinews.org/wiki/Former_Yugoslavian_footballer_Stjepan_Bobek_dies_aged_86,2,Which statement about Bobek’s history with Partizan Belgrade is true?,1,1,0,0,0
"https://en.wikinews.org/wiki/Four_killed,_four_others_injured_in_Buffalo,_New_York_shooting",2,Which statement regarding the event where the shooting occurred is accurate?,1,0,0,1,0
"https://en.wikinews.org/wiki/Gas_explosion_reported_in_Hammersmith,_London",1,"Following the explosion, who was treated for serious injuries?",1,0,1,0,0
https://en.wikinews.org/wiki/German_judge_orders_life_sentence_for_nation%27s_%27first_Islamic-motivated_terror_attack%27,1,"According to the passage, how many people died in the attack?",1,0,1,0,0
https://en.wikinews.org/wiki/Guinness_turns_250,2,About how many billion dollars does Guinness bring in each year?,1,0,0,1,0
https://en.wikinews.org/wiki/Haitian_cholera_victims_threaten_United_Nations_with_lawsuit,2,Waste from which location contributed to the spread of the disease?,1,0,0,0,1
https://en.wikinews.org/wiki/Hard_drugs_temporarily_legal_in_Ireland_due_to_constitutional_loophole,2,What was temporarily legal in Ireland?,1,0,1,0,0
https://en.wikinews.org/wiki/Hollywood_sign_modified_to_read_%27Hollyweed%27,1,What is the suspected offender being investigated for?,1,0,1,0,0
"https://en.wikinews.org/wiki/Hong_Kong_tourists_held_hostage_in_the_Philippines,_nine_killed",2,"Based on the passage, which hostages were not confirmed as being released early?",1,0,1,0,0
https://en.wikinews.org/wiki/IEEE_approves_802.11n_standard_after_six_years,1,Which of the following has faster speeds than its predecessors?,1,0,1,0,0
https://en.wikinews.org/wiki/IEEE_approves_802.11n_standard_after_six_years,2,What is necessary for the 802.11n to be backwards compatible with 802.11b?,1,0,1,0,0
https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,2,"According to the passage, when did a phase change occur?",1,0,1,0,0
https://en.wikinews.org/wiki/Japanese_tourist_travels_through_37_countries_on_just_$2,1,Where did Iwasaki manage to avoid taking vows?,1,0,0,1,0
https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement,2,"According to the temporary restraining order mentioned in the passage, what must arrestees be allowed to have in order to be held longer than 24 hours?",1,0,1,0,0
"https://en.wikinews.org/wiki/Karzai_declared_winner_of_Afghan_elections,_runoff_polls_cancelled",2,Why was the runoff ultimately deemed unnecessary by diplomats?,1,0,0,0,1
"https://en.wikinews.org/wiki/Large_earthquake_off_Japan,_tsunami_warning_issued",2,"According to the passage, which of the following sustained damage due to the earthquake?",1,0,0,1,0
https://en.wikinews.org/wiki/Leak_suggests_John_Kerry_will_recognise_Israel_as_Jewish_state,1,"According to the passage, which of the following issues is not included in the document?",1,0,0,0,1
https://en.wikinews.org/wiki/Mass_evictions_from_Oakland%27s_public_housing,1,"As stated in the passage, who did Carolyn Wilson work for before leaving town?",1,0,1,0,0
https://en.wikinews.org/wiki/Matt_Kenseth_wins_third_NASCAR_Sprint_Cup_race_of_2012,1,"With four races remaining in the season, who is in fourth place of the Drivers’ Championship?",1,0,0,1,0
https://en.wikinews.org/wiki/Meteorites_in_Morocco_found_to_be_from_Mars,2,"As mentioned in the passage, what is true of the rocks that have been found to be martian in origin?",1,0,0,1,0
https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury,1,When did Schumacher retire?,1,0,1,0,0
https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury,2,When was Massa injured?,1,0,0,0,1
https://en.wikinews.org/wiki/Mitt_Romney_wins_Iowa_Caucus_by_eight_votes_over_surging_Rick_Santorum,2,"According to the passage, who spoke highly of another candidate following the resulting of the caucus?",1,0,0,0,1
"https://en.wikinews.org/wiki/Modern_radio_drama_Paranoria,_TX_releases_100th_episode",2,The station describes the show as having what kind of spin?,1,0,1,0,0
https://en.wikinews.org/wiki/Mumbai_2008_attack_plotter_sentenced_to_35_years,2,Which mode of transportation did the militant group use to travel to Mumbai?,1,0,1,0,0
https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,1,Which language program is not included in the three new Naked News broadcasts?,1,0,1,0,0
https://en.wikinews.org/wiki/National_Basketball_Association_suspends_season_due_to_COVID-19_concerns,1,Which of the following did the NBA decide to suspend?,1,0,0,1,0
"https://en.wikinews.org/wiki/National_Hockey_League_news:_March_22,_2008",2,Who scored his 60th goal of the season during the Capitals vs. Thrashers game?,1,0,1,0,0
https://en.wikinews.org/wiki/New_fossils_from_10_million_year_old_ape_found_in_Ethiopia,2,"According to the passage, what occurred sooner than expected?",1,0,0,1,0
"https://en.wikinews.org/wiki/No_bomb_threat,_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials",1,What was not stated in the latest report from Xinhua news agency?,1,0,0,1,0
https://en.wikinews.org/wiki/Noted_stamp_engraver_Czeslaw_Slania_dies_at_83,1,How many stamps did Słania produce for various countries?,1,0,0,1,0
https://en.wikinews.org/wiki/Parts_of_New_Orleans_flood_again,2,"During Hurricane Katrina, what occurred in The Ninth Ward?",1,1,0,0,0
https://en.wikinews.org/wiki/Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.,1,Which of the following was not confirmed by Hamilton?,1,1,0,0,0
https://en.wikinews.org/wiki/Philae_space_probe_lands_on_comet,1,What is something that scientists want to figure out?,1,0,0,0,1
https://en.wikinews.org/wiki/President_of_Costa_Rica_contracts_H1N1_swine_flu,1,Which statement does not accurately describe the president’s condition after testing positive for the virus?,1,1,0,0,0
https://en.wikinews.org/wiki/Rare_Middle_East_cyclone_batters_Oman,2,How fast were the winds at the peak of Tropical Cyclone Gonu?,1,0,0,0,1
"https://en.wikinews.org/wiki/Red_tide_affects_South_Padre_Island,_Mexico",1,Which of the following is not considered a trait of Karenia brevis?,1,1,0,0,0
https://en.wikinews.org/wiki/Remnants_of_Hurricane_Felicia_affect_Hawaii,1,"According to the passage, which of the following did not occur as a result of Hurricane Felicia?",1,0,0,0,1
https://en.wikinews.org/wiki/Romanian_artists_auction_off_their_works_for_tsunami_victims,2,Which of the following statements accurately describes CowParade?,1,0,0,0,1
"https://en.wikinews.org/wiki/Sam_Simon,_%27The_Simpsons%27_co-creator,_dies_aged_59",2,Who hired the writing team for The Simpsons?,1,0,1,0,0
https://en.wikinews.org/wiki/Sandra_Fluke_insists_she_will_not_be_silenced,1,"According to Fluke, who was sending her positive comments and encouragement?",1,0,1,0,0
https://en.wikinews.org/wiki/Saturn%27s_moon_Titan_hosts_liquid_lakes_and_rivers,2,Rivers and lakes consisting of a transparent liquid have been identified on what planetary body?,1,0,0,0,1
https://en.wikinews.org/wiki/Scientists_find_dinosaur_feathers_preserved_in_amber,2,What did the dinosaur feathers not have?,1,0,1,0,0
https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola,1,Which of the following statements about ZMapp is not true?,1,0,0,1,0
https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola,2,Which of the following statements accurately describes the PALM trial?,1,0,1,0,0
https://en.wikinews.org/wiki/Senate_questions_Roberts_in_confirmation_hearings,1,Which belief did Roberts refrain from validating?,1,0,1,0,0
https://en.wikinews.org/wiki/Seven_caves_found_on_Mars:_NASA,1,What information suggests that The Seven Sisters are caves?,1,1,0,0,0
https://en.wikinews.org/wiki/Seven_caves_found_on_Mars:_NASA,2,How is the thermal behavior of the Seven Sisters observed?,1,0,0,1,0
https://en.wikinews.org/wiki/South_Africa_end_All_Blacks%27_15-game_winning_streak,2,Where will the Springboks’ play their next match?,1,1,0,0,0
https://en.wikinews.org/wiki/Support_for_an_Australian_republic_slips,1,What percentage of people surveyed support Australia becoming a republic immediately?,1,0,0,0,1
"https://en.wikinews.org/wiki/Swiss_woman_gang-raped_in_Madhya_Pradesh,_India",1,"According to the passage, what did not happen to the Swiss woman?",1,1,0,0,0
https://en.wikinews.org/wiki/Texas_governor_and_health_officials_address_public_regarding_Ebola_case,1,"As stated in the passage, who, specifically, was exposed to a patient?",1,0,0,1,0
https://en.wikinews.org/wiki/Texas_governor_and_health_officials_address_public_regarding_Ebola_case,2,"According to the passage, what assurance did the governor not make when addressing the Texas citizens?",1,0,0,0,1
https://en.wikinews.org/wiki/Toronto_team-led_research_on_Type_1_Diabetes_%27groundbreaking%27,1,What is true about the the research done by Dr. Ehud Ur?,1,0,0,0,1
https://en.wikinews.org/wiki/Trade_hall_roof_collapses_in_Poland,1,"Based on the passage, which of the following statements about Franciszek Kowal’s experience is true?",1,0,1,0,0
https://en.wikinews.org/wiki/Tropical_Storm_Danielle_forms_in_Atlantic_Ocean,2,"According to the passage, which of the following statements about Tropical Storm Danielle is not true?",1,0,1,0,0
https://en.wikinews.org/wiki/U.S._President_arrives_in_Singapore,2,When did the president speak about Asia’s trade expansion?,1,1,0,0,0
https://en.wikinews.org/wiki/UK_government_outlines_plans_for_rail_transport,2,What did the government announce?,1,1,0,0,0
https://en.wikinews.org/wiki/UN_Security_Council_heads_to_Haiti_amid_political_instability,1,Which statement regarding the protests is not true?,1,0,1,0,0
https://en.wikinews.org/wiki/US_Navy_ship_damages_Tubbataha_Reef_National_Park,1,Where was the ship heading when the incident occurred? ,1,0,1,0,0
https://en.wikinews.org/wiki/US_Navy_ship_damages_Tubbataha_Reef_National_Park,2,Which is not a true fact regarding the ship mentioned in the passage?,1,0,1,0,0
https://en.wikinews.org/wiki/US_helicopter_with_17_on_board_believed_to_have_been_shot_down_in_Afghanistan,1,What is believed to be the cause of the crash?,1,0,1,0,0
https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,1,"According to the passage, which of the following does Amir Khan not support?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Advice_for_nervous_flyers,1,In which situation would an anxious flyer be likely to benefit from understanding the inner workings of an aircraft?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Air_courier,1,When is a companion required to accompany a delivery?,1,1,0,0,0
https://en.wikivoyage.org/wiki/Alcoholic_beverages,2,"As stated in the passage, what could potentially lessen the harmful affects of alcohol?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Amsterdam/Canal_District,1,Where are property values among Amsterdam’s highest?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Amsterdam/Canal_District,2,Why is the Canal District designated as a UNESCO World Heritage Site?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Angkor_Archaeological_Park,2,"According to the passage, what is required for visitors to enter Phnom Krom?",1,0,0,0,1
https://en.wikivoyage.org/wiki/Astronomy,1,Where is a pre-modern observatory least likely to be located?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Auxiliary_languages,1,Which of these describes lingua francas languages?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Barcelona,1,Why is Catalan frequently used for signs and announcements in Barcelona?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Border_crossing,1,"According to the passage, on what type of vehicle might passports be collected so as not to interrupt the passenger?",1,0,0,1,0
https://en.wikivoyage.org/wiki/Bread_and_confectionery,2,Which ingredient is considered a seasonal element of German pastries?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Budget_travel,1,"Based on the passage, which of following would not be a recommended tip for traveling on a budget?",1,1,0,0,0
https://en.wikivoyage.org/wiki/Budget_travel,2,"According to the passage, who might have a difficult time traveling on a very minimal budget?",1,0,0,0,1
https://en.wikivoyage.org/wiki/Canyoning,1,Which of the following is not required to begin canyoneering?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Casablanca,2,Who deserted the modern city of Casablanca following a natural disaster?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Caucasus,1,What is not recognized by Armenia?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Caucasus,2,What continues to affect relations between Azerbaijan and Armenia?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Chile,2,"According to the passage, which of the following did not occur in 1810?",1,1,0,0,0
https://en.wikivoyage.org/wiki/Cinque_Terre,1,How can people reach the remote villages in the region of Liguria?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Cinque_Terre,2,What does the Italian term ‘Cinque Terre’ refer to?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Culture_shock,1,Travelers experiencing re-entry shock have a hard time doing what?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Culture_shock,2,"According to the passage, re-entry shock might be especially difficult for what kind of traveler?",1,1,0,0,0
https://en.wikivoyage.org/wiki/Dominican_Republic,2,"According to the passage, which language was spoken by the Caribes?",1,0,1,0,0
https://en.wikivoyage.org/wiki/East_African_Islands,2,What is not an attribute of the smaller East African islands? ,1,1,0,0,0
https://en.wikivoyage.org/wiki/Easter_travel,1,"According to the passage, how is Easter celebrated by some especially traditional churches?",1,0,1,0,0
https://en.wikivoyage.org/wiki/First_and_business_class_flights,2,"According to the passage, what would be a waste of time to search for when booking certain fare classes?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Funeral_travel,1,In which scenario are you not likely be offered a bereavement fare?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Funeral_travel,2,What is true about bereavement fares?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Galapagos_Islands,1,"According to the passage, how can you guarantee you are matched with a suitable ship?",1,0,0,1,0
https://en.wikivoyage.org/wiki/Gambling,1,"According to the passage, which of the following is not used as a tactic to keep guests gambling?",1,0,1,0,0
https://en.wikivoyage.org/wiki/German_phrasebook,1,"According to the passage, which part of speech is capitalized in the middle of a sentence?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Glaciers,1,"According to the passage, what causes crevasses?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Glaciers,2,"According to the passage, which of these can be hidden by snow bridges?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Goma,2,Which of the following would not be a good tip for a tourist in Goma?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Greenland,1,"According to the passage, what should be avoided by travelers visiting Greenland?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Hiking,2,"According to the passage, when does a day hike require very minimal preparation?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Hiking_destinations_in_Norway,1,What is different about plateaus in Rogaland or Agder compared to the rest of Norway?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Hitchhiking_boats,1,What should you avoid doing if you’re hoping to find a boat looking for help?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Hitchhiking_boats,2,What should you do around the marinas when searching for a boat that needs help?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Hong_Kong,1,Which location would appeal to a tourist interested in the island’s colonial history?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Horse_riding,1,What do some saddles have that help mitigate the risk of a rider’s foot getting caught in a stirrup?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Hospitality_exchange,1,What is offered to travelers through hospitality exchange networks?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Izmir,1,Which of the following characteristics of Izmir originated prior to the modern day?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Jerusalem,2,Which of the following is not mentioned in the passage as something Jerusalem is known for?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Kruger_National_Park,2,Which statement does not accurately describe Kruger National Park?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Machu_Picchu,1,Which of the following is most likely to cause danger for climbers throughout the steeper portions of the mountain?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Midnight_sun,1,When would a visitor have the most opportunities to view stars while visiting Antarctic areas?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Mobile_phones,2,When would a satellite phone be preferable to a cell phone?,1,0,0,1,0
https://en.wikivoyage.org/wiki/Paraguay,1,"Lasting for three centuries, the period of colonization was started by which group?",1,1,0,0,0
https://en.wikivoyage.org/wiki/Pests,1,Which of the following is an animal pest not likely to do?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Rock_climbing,1,"According to the passage, an abundance of what allows climbers to consistently discover new routes within Cochamó Valley?",1,0,0,0,1
https://en.wikivoyage.org/wiki/Running,1,Which tour organization succeeded Global Running Tours?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Safaris,1,What should a tourist do if they are hoping for the clearest possible sighting of a cheetah?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Salar_de_Uyuni,2,"According to the passage, who would be likely to secure the best tour rate?",1,0,0,1,0
https://en.wikivoyage.org/wiki/Sleep,1,"According to the passage, which type of traveler is not likely to benefit from using a travel agent’s services?",1,0,0,1,0
https://en.wikivoyage.org/wiki/Snow_safety,1,Which of the following is not a trigger for avalanches?,1,0,0,1,0
https://en.wikivoyage.org/wiki/South_Asian_cuisine,1,"According to the passage, a curry is based around which ingredients?",1,0,0,1,0
https://en.wikivoyage.org/wiki/South_Pole,1,Why is a swerve around the Transantarctic Mountains required to get onto the plateau?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Studying_abroad,1,Which type of visa might require someone to provide proof of sufficient monetary support?,1,1,0,0,0
https://en.wikivoyage.org/wiki/Sundarbans_National_Park,1,"According to the passage, which of the following statements about the Sundarbans is not true?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Timbuktu,1,Which of the following is not an accurate description of Timbuktu?,1,1,0,0,0
https://en.wikivoyage.org/wiki/Tokyo_2020,1,When were the summer Olympics originally scheduled? ,1,0,1,0,0
https://en.wikivoyage.org/wiki/Travel_agencies,2,"According to the passage, in which scenario would a traveler most benefit from the help of a travel agent?",1,0,0,1,0
https://en.wikivoyage.org/wiki/Travel_basics,2,"Based on the information in the passage, which kind of person might experience disappointment when traveling to a foreign place?",1,0,0,0,1
https://en.wikivoyage.org/wiki/Travel_in_developing_countries,2,Which of the following is not mentioned as something to splurge on when acclimating to a developing country?,1,1,0,0,0
https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,2,"According to the passage, regular exposure could lead to immunity of what?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Valley_of_the_Kings,1,What can no longer be found in the tomb of Tutankhamun?,1,0,1,0,0
https://en.wikivoyage.org/wiki/Video_recording,2,"According to the passage, where are the best places to film using a drone?",1,0,0,0,1
https://en.wikivoyage.org/wiki/Visa,1,"Based on the passage, which statement regarding the registration requirement for the visa process is not true?",1,1,0,0,0
https://en.wikivoyage.org/wiki/Visa,2,Which of the following is not a place a tourist might go to handle their registration?,1,1,0,0,0
https://en.wikivoyage.org/wiki/Volunteer_travel,2,"According to the passage, how is volunteering while abroad beneficial to a traveler on a budget?",1,0,0,1,0
https://en.wikivoyage.org/wiki/Walt_Disney_World,1,"According to the passage, what might be considered atypical of the average trip to Walt Disney World?",1,0,1,0,0
https://en.wikivoyage.org/wiki/Walt_Disney_World,2,Which of the following statements about Walt Disney World is not true?,1,1,0,0,0
https://en.wikivoyage.org/wiki/Water_safety,1,"According to the passage, what can be nearly impossible even for skilled swimmers?",1,0,0,0,1
https://en.wikivoyage.org/wiki/Water_safety,2,What should you do if you get caught in a current?,1,0,0,0,1
https://en.wikivoyage.org/wiki/Wildlife_photography,1,"Based on the passage, which scenario might require a wildlife photographer to use a speciality lens?",1,0,0,0,1
https://en.wikivoyage.org/wiki/Yellowstone_National_Park,1,Doing which of the following would decrease the likelihood of an animal attack?,1,0,1,0,0
https://en.wikibooks.org/wiki/Accordion/Right_hand,1,"According to the passage, what would not be considered an accurate tip for successfully playing the accordion?",0,0,0,0,0
https://en.wikibooks.org/wiki/All_About_Converting_From_Several_Video_Formats_To_DVD,1,Why do the images on television have their borders cut?,0,0,0,0,0
https://en.wikibooks.org/wiki/American_Revolution/The_Battles_of_Trenton_and_Princeton,2,Where was there a British garrison located?,0,0,0,0,0
https://en.wikibooks.org/wiki/American_Revolution/Ticonderoga_and_Bunker_Hill,2,"According to the passage, when did Stark’s men extend their fence?",0,0,0,0,0
https://en.wikibooks.org/wiki/Ancient_China/Government,1,"According to the passage, which of the following was one of China’s most violent eras?",0,0,0,0,0
"https://en.wikibooks.org/wiki/Animal_Behavior/Army_Ants_-_Social_Hierarchy,_Life_Cycles,_and_Migration",1,"According to the passage, what is true of an army ant colony entering a nomadic phase?",0,0,0,0,0
https://en.wikibooks.org/wiki/Animal_Behavior/Population_Genetics,1,Which term describes individuals that display variances of a certain phenotypic trait?,0,0,0,0,0
https://en.wikibooks.org/wiki/Applied_Ecology/Nature_Tourism,1,Which of the following would not be an example of a nature-based tourism activity?,0,0,0,0,0
https://en.wikibooks.org/wiki/Applied_Ecology/New_Societies_and_Cultures,1,"According to the passage, which of the following is the basis of the transport system?",0,0,0,0,0
https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Basics,1,The particles that orbit the nucleus have which type of charge?,0,0,0,0,0
https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Synchronous_and_asynchronous_communication_methods,1,Which of the following is not a benefit of asynchronous communication for students? ,0,0,0,0,0
https://en.wikibooks.org/wiki/Castles_of_England/Tudor_Castles,1,Which of the following is an accurate description of Kirby Muxloe Castle?,0,0,0,0,0
https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Introduction,1,"According to the passage, which of the following would be the most beneficial for a runner preparing for the upcoming season?",0,0,0,0,0
https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Introduction,2,"According to the passage, which of the following is of utmost importance for a first-class half-mile runner?",0,0,0,0,0
https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Training,2,"According to the passage, what does middle distance running require?",0,0,0,0,0
https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Behavioural_and_Neuroscience_Methods,1,Who discovered nuclear magnetic resonance? ,0,0,0,0,0
https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Evolutionary_Perspective_on_Social_Cognitions,1,"According to the passage, what should humans have a strong understanding of in order to interpret the physical actions of others?",0,0,0,0,0
https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Evolutionary_Perspective_on_Social_Cognitions,2,"According to the passage, understanding intention helps humans to do what?",0,0,0,0,0
https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,1,"According to the passage, which of the following is an accurate summary of AI’s main purpose?",0,0,0,0,0
https://en.wikibooks.org/wiki/Communication_Theory/Orality_and_Literacy,1,Which of the following became more important as a result of the Renaissance? ,0,0,0,0,0
https://en.wikibooks.org/wiki/European_History/Absolutism_in_Europe,1,In which country was the first war in Europe whose central issue was said to relate to the balance of power rather than having a religious context?,0,0,0,0,0
