model,link,question_number,eng_question,wrong_in,n_wrong_langs
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Water_safety,2,What should you do if you get caught in a current?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Wildlife_photography,1,"Based on the passage, which scenario might require a wildlife photographer to use a speciality lens?",swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Yellowstone_National_Park,1,Doing which of the following would decrease the likelihood of an animal attack?,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/General_Biology/Genetics/Mutation,2,"Based on the information given in the passage, what do the various effects of mutations not rely upon?","est,fin,swe",3
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Oldowan,1,"Based on the information in the passage, which of these should a primate eat to solve a “protein problem”?","est,fin,swe",3
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Asia/Bhutan,1,Which statement about The Drukgyal Dzong is not true?,"est,fin,swe",3
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,2,What causes an atom to emit a photon?,"est,fin,swe",3
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/DeLay_declares_%27victory%27_in_war_on_U.S._budget_fat,1,"Based on the passage, what is not be criticized by conservatives?","est,fin,swe",3
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Ian_Thorpe_starts_to_recover_from_chest_pains,1,How many events was the Olympic gold medalist due to swim in at the Commonwealth Games?,"est,fin,swe",3
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Airline_alliances,1,"Based on the passage, when choosing a Frequent Flyer airline in an alliance, which of the following should you prioritize?","est,fin,swe",3
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Castles_of_England/Tudor_Castles,2,Which of the following construction features would be considered atypical for Kirby Muxloe Castle during the time period described in the passage?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/European_History/Revolution_in_France,2,Which of the following was not forced upon the King and the Queen by the mob?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Tiger,1,Which of the following would not be considered a tiger’s greatest strength?,"fin,swe",2
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Europe/Italy,1,"According to the passage, which of the following sports is likely to be widely popular in the northernmost regions of Italy?","est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Submarines,2,"During their first usage, submarines had a very limited range in what area?","fin,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Another_arrest_in_Minnesota_school_shooting,2,"According to the passage, while news was spreading about another arrest, funerals were being held for how many victims?","est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Burning_debris_from_satellites_spotted_over_several_US_cities,1,"Based on the passage, what information about the collision is not uncertain?","est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/China_promises_cut_in_carbon_dioxide_emissions,2,What was not mentioned by Hu?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Dark_matter_lacks_extra_gravitational_force,1,Scientists working on the program were hoping to observe effects caused by which of the following?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/EBay_to_acquire_Skype,2,What is eBay seeking to achieve with the acquisition?,"fin,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast,1,"According to the passage, what was the initial concern amongst officials regarding the Luno?","est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Hungary%27s_St_Stephen%27s_Day_hit_by_storm:_3_left_dead,1,"According to Armand Versace’s account, what occurred directly before the crowd began to react to the weather?","est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Iranian_passenger_jet%27s_wheel_catches_fire,1,Which of the following aircraft accidents had the most fatalities?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Japanese_tourist_travels_through_37_countries_on_just_$2,2,Who attacked Iwasaki?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas,2,Which of the following statements about FATA’s “Political Agents” is not true?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/New_fossils_from_10_million_year_old_ape_found_in_Ethiopia,1,"According to the passage, where was the split found?","est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Researchers_report_rapid_formation_of_new_bird_species_in_Gal%C3%A1pagos_islands,1,"According to the passage, which of the following took less time than researchers had originally believed?","est,fin",2
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Meteora,2,Which of the following clothing items is not likely to be available to borrow from a monastery? ,"fin,swe",2
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Returning_home,2,Which of the following should you know before arriving in your homeland?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Subtropical_rainforests,1,When should you be especially mindful of mosquitoes?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Tornado_safety,2,Which of these is an accurate characteristic of a tornado?,"fin,swe",2
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Wildlife_photography,2,Which of the following is not mentioned in the passage as a potential challenge for wildlife photographers?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Working_abroad,1,What is likely to remain consistent about income tax across various countries?,"est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Working_abroad,2,"According to the passage, if you’re working overseas but based somewhere else, where will you likely be filing your income taxes?","est,swe",2
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Accordion/Right_hand,2,"When playing the accordion, which of the following will help to increase the volume?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/All_About_Converting_From_Several_Video_Formats_To_DVD,2,"According to the passage, which of the following problems might one encounter when converting a movie to DVD format?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Castles_of_England/The_Development_of_the_Castle,2,Which of the following is not mentioned in the passage as a smell or sound that could be conjured among castle ruins?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Communication_Theory/Nonverbal_Communication,1,"According to the passage, which of the following would not be considered a micro-expression?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Communication_Theory/Uses_and_Gratifications,2,Which of the following does not reflect a motivation to use the internet for personal involvement?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/European_History/Challenges_to_Spiritual_Authority,1,Which of the following aspects of the Catholic Church was not being scrutinized?,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/French_Revolution/Effects,1,Which of the changes prompted by The French Revolution had a significant impact on working class citizens?,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Goats/Introduction,1,Which of the following was not a reason that ancient cultures kept goats?,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Golf,1,The goal of golf is to take the least amount of what?,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/High_School_Biology/Nature_of_Science,2,"According to the passage, what doesn’t help guide scientific research?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/History_of_Technology/Technological_Determinism,1,Which of the following statements does not reflect a general idea of technological determinism? ,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing,1,"According to the passage, which of the following is not associated with pulling the bow?",est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Managing_Groups_and_Teams/Motivation,1,Which of the following is not something that content theories are centered on?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Origami/Types/Pureland_Origami,1,In which scenario would utilizing the Pureland method of origami benefit the folder?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Pakistani_History/Prehistory/Bronze_Age/Indus_Valley_Civilization,2,Which of the following is not mentioned as a possible name for the Bronze Age Civilization discussed in the passage?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/The_Seven_Wonders_of_the_World/The_Temple_of_Artemis,1,Who is responsible for our knowledge of the arsonist that destroyed the temple?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Hebrews,1,Where did the Hebrew family spend much of their time?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Norse,1,Which of the following is not described as a difference between the Scandinavian countries?,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Ocelot,1,Which of the following is not a part of an ocelot’s hunting method?,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Biology/Kingdoms/Plants,2,What do humans exhale that plants inhale?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Biology/Origin_of_Life,1,"According to the passage, which of the following examples would hinder the process of evolution?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Biology/Systems/Circulatory_System,1,Which part of the circulatory system brings blood toward the heart?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Bugs/Insects_Intro,2,Which of the following is not mentioned in the passage as something affected by an insect’s flying ability?,est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Ice_Skates,2,"According to the passage, which of the following accurately describes the hollow on the blade of a modern ice skate?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,1,"According to the passage, what is the process that allows atoms to eliminate excess energy from the light?",est,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Time,2,"According to the passage, what aspect of an event is time used to compare?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Languages/Estonian,2,The Estonian language was influenced by what?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Moon,1,"According to the passage, which of the following statements accurately describes the Moon’s outer layer?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Hydrogen,1,"According to the passage, what does fusion allow stars to do?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Serengeti,1,"According to the passage, where do herbivores travel from in pursuit of the rains?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/A_5.6_Richter_quake_hits_Western_Montana,1,Where was the earthquake centered in relation to Butte?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/BBC_newsreader_sacked_after_conviction_for_wounding_teenager,1,"According to the passage, which statement about Blake is not accurate?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Brazilian_footballer_Gabriel_Jesus_signs_contract_extension_with_Manchester_City,2,Which club did Jesus receive a £27 million fee for joining?,est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,2,Which of following did Batten make a donation to?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Canadian_Prime_Minister_Harper_agrees_to_send_%27Clean_Air_Act%27_to_committee,2,Who refuted that the “Clean Air Act” was being used as pre-election stunt?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Car_women%27s_rugby_7%27s_tournament,1,What wasn’t something that stood out about South Africa’s gameplay during the rugby tournament?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Effect_of_sanctions_%27like_war%27_says_Iran%27s_Ahmadinejad,2,"According to the passage, who admitted to the sanction’s effects on the Iranian economy?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast,2,"According to the passage, which of the following statements about the Luno’s breakdown is not true?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Haitian_cholera_victims_threaten_United_Nations_with_lawsuit,1,When was Haiti’s last encounter with the disease before the spread caused by the peacekeepers?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Hollywood_sign_modified_to_read_%27Hollyweed%27,2,"When altering the sign, what did the suspect not do?",swe,1
anthropic_claude-sonnet-4.6,"https://en.wikinews.org/wiki/Hong_Kong_tourists_held_hostage_in_the_Philippines,_nine_killed",2,"Based on the passage, which hostages were not confirmed as being released early?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic,1,"Prior to Fred, how many major storms had been recorded east of 35°W?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon,2,Which of the following statements accurately describes the lunar probe?,est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,2,"According to the passage, when was the second sentence deleted?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Japanese_Olympic_judoka_Hitoshi_Saito_dies_aged_54,1,Which of the following is not one of Hitoshi Saito’s accolades?,est,1
anthropic_claude-sonnet-4.6,"https://en.wikinews.org/wiki/Karzai_declared_winner_of_Afghan_elections,_runoff_polls_cancelled",1,"According to the passage, which reason was not used to explain the canceled runoff?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/La_La_Land_receives_record-equalling_fourteen_Oscar_nominations;_Hacksaw_Ridge_gets_six,2,Which award was the movie not nominated for?,fin,1
anthropic_claude-sonnet-4.6,"https://en.wikinews.org/wiki/Large_earthquake_off_Japan,_tsunami_warning_issued",2,"According to the passage, which of the following sustained damage due to the earthquake?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Leak_suggests_John_Kerry_will_recognise_Israel_as_Jewish_state,2,Which of the following is not one of Palestine’s demands?,est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money,2,"According to the passage, which of the following statements accurately describes Virgin Group’s dealings with Northern Rock bank?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,1,"As stated in the passage, which nation is affected by the signing of the Kyoto climate accord?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks,2,Which statement does not accurately reflect the pest control trial?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Scientists_say_the_moon_is_slowly_shrinking,2,"According to the passage, which theory regarding the landforms indicates that there is geologic activity occurring on the moon?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Space_station_crew_perform_successful_spacewalk,2,"According to the passage, what was the goal of the space station’s mission?",est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Spanish_football:_Sevilla_signs_Aleix_Vidal_from_FC_Barcelona,1,"According to the passage, which club did Vidal start playing for three seasons ago?",fin,1
anthropic_claude-sonnet-4.6,"https://en.wikinews.org/wiki/Strong_6.3_earthquake_reported_in_Sumatra,_Indonesia",2,"According to the passage, what did the quake cause?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Toronto_team-led_research_on_Type_1_Diabetes_%27groundbreaking%27,1,What is true about the the research done by Dr. Ehud Ur?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/US_Navy_ship_damages_Tubbataha_Reef_National_Park,2,Which is not a true fact regarding the ship mentioned in the passage?,est,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/War_between_top_lawyers_in_Greece,2,Which group of people is not mentioned as being part of the scandal within the Greek legal community?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Wikimedia_Foundation_addresses_controversial_content_conflict,2,"According to the passage, what was deleted from the site?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,2,"According to the passage, which of the following will Amir Khan be supporting despite his personal opinion?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Aggregators,1,"Based on the passage, which of the following should a price-conscious traveler do last?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Amsterdam/Canal_District,2,Why is the Canal District designated as a UNESCO World Heritage Site?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Auckland,1,"According to the passage, which area would be best for a quiet beach day?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Bread_and_confectionery,2,Which ingredient is considered a seasonal element of German pastries?,est,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Cinque_Terre,2,What does the Italian term ‘Cinque Terre’ refer to?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Dangerous_animals,1,Which of the following should people avoid doing with moose?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Falkland_Islands,1,"Regarding the use of currency in the Falklands, which of the following statements is true?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Flying_to_Africa,1,What does not need to be added in while comparing a total fare quote to Africa with a round-the-world fare?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/French_phrasebook,2,Which of the following is not the same in France as it is in Belgium or Switzerland?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Gambling,1,"According to the passage, which of the following is not used as a tactic to keep guests gambling?",est,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Grand_Canyon,1,When would a backcountry permit for a start day in August become available?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Hong_Kong,2,Which location would appeal to a tourist that prioritizes stunning views?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Horse_riding,2,Which feature of a riding boot helps increase the rider’s safety when using stirrups?,est,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Hospitality_exchange,2,"Based on the passage, which of the following statements regarding hospitality exchange networks is not true?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Izmir,2,Which of the following is not an accurate characteristic of Izmir?,est,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Kruger_National_Park,1,"According to the passage, which type of traveler would not benefit from purchasing a Wild Card?",est,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Maori_culture,1,"Based on the information in the passage, which statement about hangi meals is not true?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Rock_climbing,1,"According to the passage, an abundance of what allows climbers to consistently discover new routes within Cochamó Valley?",swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Running,2,"According to the passage, Go Running Tours helps connect how many different sightrunning organizations?",est,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Sleep,2,Which of the following is not mentioned in the passage as a benefit of booking through a travel agent?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Smartphone_apps_for_travellers,2,What allows translations to be done offline?,swe,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Southern_Africa,1,What is not mentioned in the passage as something tourists should be aware of when exploring Southern Africa?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Sundarbans_National_Park,1,"According to the passage, which of the following statements about the Sundarbans is not true?",est,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Travel_photography/Film,2,Which of the following film formats offer resolution that is similar to a DSLR?,fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Waterways,1,"According to the passage, in which location might visiting a castle be a worthwhile holiday excursion?",fin,1
anthropic_claude-sonnet-4.6,https://en.wikivoyage.org/wiki/Yellowstone_National_Park,2,Which of the following is not mentioned in the passage as a possible cause of wildlife attacks?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:Languages/Korean,1,Which of the following is not an accurate fact about the Hangeul alphabet?,"est,fin,swe",3
google_gemma-4-26b-a4b-it,"https://en.wikinews.org/wiki/Benin,_Nigeria_join_African_Union_continental_free_trade_bloc",1,Which of the following was not cited by Albert Muchanga as something that still needed to be agreed upon?,"est,fin,swe",3
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Researchers_report_rapid_formation_of_new_bird_species_in_Gal%C3%A1pagos_islands,1,"According to the passage, which of the following took less time than researchers had originally believed?","est,fin,swe",3
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/US_officials_flood_Grand_Canyon_to_restore_ecosystem,2,Which of the following did the building of the dam affect permanently?,"est,fin,swe",3
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,2,"According to the passage, which of the following will Amir Khan be supporting despite his personal opinion?","est,fin,swe",3
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/War_zone_safety,1,"According to the passage, which of the following issues is most likely to not be covered in a professional training class or in publications?","est,fin,swe",3
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Castles_of_England/Tudor_Castles,2,Which of the following construction features would be considered atypical for Kirby Muxloe Castle during the time period described in the passage?,"est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Communication_Theory/Uses_and_Gratifications,2,Which of the following does not reflect a motivation to use the internet for personal involvement?,"est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/European_History/Challenges_to_Spiritual_Authority,1,Which of the following aspects of the Catholic Church was not being scrutinized?,"est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Goats/Introduction,1,Which of the following was not a reason that ancient cultures kept goats?,"est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Oldowan,1,"Based on the information in the passage, which of these should a primate eat to solve a “protein problem”?","est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Lucid_Dreaming/Induction_Techniques,1,"After purposefully awakening during the normal sleep period, which of these would interfere with the sleep interruption process?","est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Managing_Groups_and_Teams/How_Do_You_Build_High-performing_Virtual_Teams%3F,2,"Based on the passage, which statement regarding physical and virtual teams is not true?","est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Modern_Photography/Composition,1,Which of the following is not an object of the rule of thirds?,"est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Social_and_Cultural_Foundations_of_American_Education/Technology/Role,1,"Based on the information in the passage, which of these is not an example of scaffolding?","est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:Asia/Bhutan,1,Which statement about The Drukgyal Dzong is not true?,"est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Flush_Toilet,2,In which of the following locations were advanced sewage systems found?,"fin,swe",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Ice_Skates,2,"According to the passage, which of the following accurately describes the hollow on the blade of a modern ice skate?","est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Brazilian_footballer_Gabriel_Jesus_signs_contract_extension_with_Manchester_City,2,Which club did Jesus receive a £27 million fee for joining?,"est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Burning_debris_from_satellites_spotted_over_several_US_cities,1,"Based on the passage, what information about the collision is not uncertain?","est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Canadian_Prime_Minister_Harper_agrees_to_send_%27Clean_Air_Act%27_to_committee,2,Who refuted that the “Clean Air Act” was being used as pre-election stunt?,"est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/EBay_to_acquire_Skype,2,What is eBay seeking to achieve with the acquisition?,"fin,swe",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/FBI_recruits_for_%22War_on_Porn%22,1,"According to the passage, what have historians not criticized the FBI for being focused on?","est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Iranian_passenger_jet%27s_wheel_catches_fire,1,Which of the following aircraft accidents had the most fatalities?,"est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/Spam_mailer_gets_9_year_jail_sentence,2,Which of the following statements accurately describes the case?,"est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/US_President_Trump_announces_troop_withdrawal_from_Syria,1,Who delivered the statement regarding the US troops?,"est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikinews.org/wiki/War_between_top_lawyers_in_Greece,2,Which group of people is not mentioned as being part of the scandal within the Greek legal community?,"est,swe",2
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Antarctica,1,"According to the passage, which of the following could prevent a tourist from visiting Antarctica?","est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Deserts,1,"According to the passage, which of the following would be the least dangerous for a desert traveler?","est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Flying_to_Africa,1,What does not need to be added in while comparing a total fare quote to Africa with a round-the-world fare?,"fin,swe",2
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Montevideo,2,"According to the passage, when should a traveler visit Montevideo if they are partial to a cooler climate?","est,fin",2
google_gemma-4-26b-a4b-it,https://en.wikivoyage.org/wiki/Working_abroad,2,"According to the passage, if you’re working overseas but based somewhere else, where will you likely be filing your income taxes?","fin,swe",2
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/American_Revolution/The_Declaration_of_Independence,1,Whose signature appeared on the handwritten draft?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,1,Which of the following is not mentioned in the passage as a primary benefit of student blogging?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,2,"According to the passage, which of the following is AI often associated with?",est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/French_Revolution/Effects,1,Which of the changes prompted by The French Revolution had a significant impact on working class citizens?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/French_Revolution/Effects,2,"Following the French Revolution, success in the military and other occupations was less likely to be based on what?",fin,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow,2,Which of the following is utilized when representing a traffic stream mathematically?,fin,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/Golf,1,The goal of golf is to take the least amount of what?,est,1
google_gemma-4-26b-a4b-it,https://en.wikibooks.org/wiki/High_School_Biology/Nature_of_Science,2,"According to the passage, what doesn’t help guide scientific research?",swe,1
